# File: gaia_occupations.csv
# Description: GAIA scores for 923 US occupations (O*NET-SOC 2018 codes).
#   Columns: O*NET-SOC Code, Title, dv_rating_alpha/beta/gamma,
#   human_rating_alpha/beta/gamma, sml_score, group,
#   aei_task_success, aei_autonomy_pct, aei_work_pct, gaia_e
# Updated: May 2026
#
# GAIA — Global AI Adoption Index
# © 2026 Leila Aghabarari. Licensed under CC BY 4.0.
# https://creativecommons.org/licenses/by/4.0/
#
# Citation (APA):
#   Aghabarari, L. (2026). GAIA — Global AI Adoption Index (Version 1.0).
#   Zenodo. https://doi.org/10.5281/zenodo.20320112
#
# Citation (BibTeX):
#   @misc{{aghabarari2026gaia,
#     author    = {{Aghabarari, Leila}},
#     title     = {{{{GAIA}}: {{G}}lobal {{AI}} {{A}}doption {{I}}ndex}},
#     year      = {{2026}},
#     version   = {{1.0}},
#     publisher = {{Zenodo}},
#     doi       = {{10.5281/zenodo.20320112}},
#     url       = {{https://doi.org/10.5281/zenodo.20320112}}
#   }}
#
# Underlying sources (must also be cited when used):
#   Anthropic Economic Index — Anthropic (2025), CC BY 4.0
#     https://huggingface.co/datasets/Anthropic/EconomicIndex
#   Eloundou et al. (2024) — Science 384(6702), DOI 10.1126/science.adj0998
#   Brynjolfsson, Mitchell & Rock (2018) — NBER WP 24196, CC BY 4.0
#     https://doi.org/10.3386/w24196
#
# Website: https://gaiaindex.org   |   Contact: aghabarari.leila@gmail.com
# Disclaimer: Views are the author's own and do not represent the IFC/World Bank.
O*NET-SOC Code,Title,dv_rating_alpha,dv_rating_beta,dv_rating_gamma,human_rating_alpha,human_rating_beta,human_rating_gamma,sml_score,group,aei_task_success,aei_autonomy_pct,aei_work_pct,gaia_e,tot_emp,a_mean,a_median
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,6.7,40.0,73.3,0.0,20.0,40.0,58.8,Construction & Extraction,58.3,53.2,83.7,0.4106,806080,84500,78690
47-1011.03,Solar Energy Installation Managers,0.0,43.3,86.7,6.7,26.7,46.7,54.4,Construction & Extraction,67.9,59.8,92.9,0.3762,806080,84500,78690
47-2011.00,Boilermakers,0.0,3.0,6.1,0.0,0.0,0.0,,Construction & Extraction,,,,0.03,10170,76900,73340
47-2021.00,Brickmasons and Blockmasons,0.0,3.8,7.7,0.0,0.0,0.0,52.8,Construction & Extraction,,,,0.1602,53520,65390,60800
47-2022.00,Stonemasons,0.0,0.0,0.0,0.0,0.0,0.0,54.7,Construction & Extraction,,,,0.1632,8750,57220,51990
47-2031.00,Carpenters,4.4,14.4,24.4,4.4,8.9,13.3,,Construction & Extraction,84.5,64.8,69.2,0.144,697740,64040,59310
47-2041.00,Carpet Installers,0.0,6.2,12.5,0.0,3.1,6.2,61.9,Construction & Extraction,,,,0.2775,14980,55860,49850
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",0.0,0.0,0.0,0.0,0.0,0.0,55.3,Construction & Extraction,,,,0.1702,24850,60550,54340
47-2043.00,Floor Sanders and Finishers,0.0,7.1,14.3,0.0,0.0,0.0,,Construction & Extraction,,,,0.071,4140,50880,49150
47-2044.00,Tile and Stone Setters,2.5,8.8,15.0,0.0,3.8,7.5,52.7,Construction & Extraction,69.2,56.8,,0.184,38740,57590,52240
47-2051.00,Cement Masons and Concrete Finishers,0.0,0.0,0.0,0.0,0.0,0.0,55.6,Construction & Extraction,81.3,63.0,54.7,0.1736,205230,59360,54660
47-2053.00,Terrazzo Workers and Finishers,0.0,0.0,0.0,0.0,2.3,4.5,62.8,Construction & Extraction,78.9,63.2,,0.257,1450,62330,57260
47-2061.00,Construction Laborers,0.0,5.0,10.0,0.0,2.5,5.0,59.2,Construction & Extraction,,58.0,86.4,0.2403,1057660,51260,46730
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",0.0,0.0,0.0,0.0,0.0,0.0,59.4,Construction & Extraction,,,,0.2176,45680,58660,51650
47-2072.00,Pile Driver Operators,0.0,0.0,0.0,0.0,0.0,0.0,,Construction & Extraction,,,,0.0,3040,79000,70510
47-2073.00,Operating Engineers and Other Construction Equipment Operators,4.3,5.4,6.5,0.0,8.7,17.4,60.4,Construction & Extraction,,,,0.2562,469270,65180,58710
47-2081.00,Drywall and Ceiling Tile Installers,0.0,4.2,8.3,0.0,2.1,4.2,59.2,Construction & Extraction,76.5,53.8,41.1,0.2363,82900,62810,58140
47-2082.00,Tapers,0.0,0.0,0.0,0.0,0.0,0.0,,Construction & Extraction,95.0,71.2,,0.0,12500,70390,64700
47-2111.00,Electricians,9.8,14.6,19.5,4.9,14.6,24.4,,Construction & Extraction,84.1,59.8,53.6,0.146,742580,69630,62350
47-2121.00,Glaziers,0.0,8.3,16.7,0.0,3.1,6.2,58.6,Construction & Extraction,,53.8,61.2,0.2498,57000,60260,55440
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",0.0,5.0,10.0,10.0,10.0,10.0,66.9,Construction & Extraction,,,,0.3294,38610,53440,48680
47-2132.00,"Insulation Workers, Mechanical",0.0,4.5,9.1,0.0,4.5,9.1,61.3,Construction & Extraction,65.4,48.0,65.4,0.2621,25640,63540,57250
47-2141.00,"Painters, Construction and Maintenance",5.7,5.7,5.7,0.0,2.9,5.7,64.4,Construction & Extraction,81.4,61.5,55.9,0.304,224180,53710,48660
47-2142.00,Paperhangers,0.0,2.7,5.4,0.0,0.0,0.0,62.5,Construction & Extraction,,,,0.267,1520,51900,48260
47-2151.00,Pipelayers,0.0,3.6,7.1,0.0,0.0,0.0,52.5,Construction & Extraction,,,,0.1558,33580,54270,48710
47-2152.00,"Plumbers, Pipefitters, and Steamfitters",3.7,10.2,16.7,0.0,5.6,11.1,,Construction & Extraction,70.2,56.0,59.3,0.102,455940,69940,62970
47-2152.04,Solar Thermal Installers and Technicians,0.0,4.9,9.8,4.9,7.3,9.8,,Construction & Extraction,,,,0.049,455940,69940,62970
47-2161.00,Plasterers and Stucco Masons,7.7,7.7,7.7,0.0,3.8,7.7,,Construction & Extraction,,,,0.077,20880,61000,56020
47-2171.00,Reinforcing Iron and Rebar Workers,0.0,7.1,14.3,0.0,0.0,0.0,,Construction & Extraction,,,,0.071,14140,62640,59280
47-2181.00,Roofers,0.0,4.0,8.0,0.0,0.0,0.0,54.8,Construction & Extraction,62.5,63.5,60.4,0.1843,136740,57090,50970
47-2211.00,Sheet Metal Workers,0.0,6.6,13.2,0.0,3.9,7.9,65.4,Construction & Extraction,79.4,61.8,,0.3201,117470,66110,60850
47-2221.00,Structural Iron and Steel Workers,0.0,2.9,5.7,0.0,0.0,0.0,60.9,Construction & Extraction,50.0,52.5,83.3,0.2494,64720,69270,62700
47-2231.00,Solar Photovoltaic Installers,0.0,11.0,22.0,0.0,11.0,22.0,59.9,Construction & Extraction,76.1,61.0,59.7,0.2784,28280,57380,51860
47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",0.0,0.0,0.0,0.0,0.0,0.0,,Construction & Extraction,,,,0.0,15660,49730,46480
47-3012.00,Helpers--Carpenters,0.0,0.0,0.0,0.0,0.0,0.0,57.2,Construction & Extraction,,,,0.1921,24610,42080,41600
47-3013.00,Helpers--Electricians,2.4,2.4,2.4,0.0,0.0,0.0,58.8,Construction & Extraction,,,,0.2226,64440,42900,39890
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",0.0,0.0,0.0,0.0,0.0,0.0,,Construction & Extraction,,,,0.0,7220,40880,38140
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",0.0,0.0,0.0,0.0,0.0,0.0,,Construction & Extraction,,,,0.0,43640,41720,39270
47-3016.00,Helpers--Roofers,0.0,0.0,0.0,0.0,0.0,0.0,,Construction & Extraction,,,,0.0,5170,42070,40590
47-4011.00,Construction and Building Inspectors,0.0,24.1,48.3,0.0,13.8,27.6,62.0,Construction & Extraction,69.4,57.2,67.5,0.3682,137210,76430,72120
47-4011.01,Energy Auditors,0.0,42.7,85.4,14.6,42.7,70.7,,Construction & Extraction,83.3,63.5,,0.427,137210,76430,72120
47-4021.00,Elevator and Escalator Installers and Repairers,15.8,18.4,21.1,0.0,7.9,15.8,60.0,Construction & Extraction,,,,0.3166,23340,104860,106580
47-4031.00,Fence Erectors,5.1,5.1,5.1,0.0,2.6,5.1,71.2,Construction & Extraction,,,,0.3797,22640,50550,46940
47-4041.00,Hazardous Materials Removal Workers,3.2,8.1,12.9,0.0,3.2,6.5,66.9,Construction & Extraction,78.6,54.2,,0.3449,50570,55740,48490
47-4051.00,Highway Maintenance Workers,0.0,1.6,3.2,0.0,0.0,0.0,59.6,Construction & Extraction,,,,0.2279,151750,51410,49070
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,0.0,0.0,0.0,0.0,0.0,0.0,56.9,Construction & Extraction,,,,0.1887,16480,68270,67370
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,6.2,7.8,9.4,3.1,9.4,15.6,61.0,Construction & Extraction,,,,0.2751,29050,52730,49140
47-4091.00,Segmental Pavers,0.0,4.2,8.3,0.0,8.3,16.7,50.0,Construction & Extraction,,,,0.1298,,,
47-4099.03,Weatherization Installers and Technicians,15.0,20.0,25.0,5.0,20.0,35.0,53.1,Construction & Extraction,79.4,58.8,61.9,0.2447,,,
47-5011.00,"Derrick Operators, Oil and Gas",0.0,0.0,0.0,0.0,0.0,0.0,57.5,Construction & Extraction,,,,0.1956,11040,62490,62740
47-5012.00,"Rotary Drill Operators, Oil and Gas",5.3,5.3,5.3,0.0,2.6,5.3,67.5,Construction & Extraction,,,,0.3379,13090,70080,65010
47-5013.00,"Service Unit Operators, Oil and Gas",6.5,6.5,6.5,6.5,14.5,22.6,63.8,Construction & Extraction,,,,0.301,44120,61530,57980
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",0.0,0.0,0.0,0.0,0.0,0.0,,Construction & Extraction,,,,0.0,34210,57860,52550
47-5023.00,"Earth Drillers, Except Oil and Gas",9.1,13.6,18.2,0.0,11.4,22.7,,Construction & Extraction,,,,0.136,17410,63260,59600
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",12.5,13.5,14.6,2.1,11.5,20.8,,Construction & Extraction,,,,0.135,5680,66840,59110
47-5041.00,Continuous Mining Machine Operators,0.0,0.0,0.0,0.0,6.0,12.0,64.1,Construction & Extraction,,,,0.272,14340,63920,63380
47-5043.00,"Roof Bolters, Mining",0.0,0.0,0.0,0.0,0.0,0.0,,Construction & Extraction,,,,0.0,2230,74760,76640
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",2.3,2.3,2.3,2.3,8.1,14.0,,Construction & Extraction,,,,0.023,6130,68470,68860
47-5051.00,"Rock Splitters, Quarry",0.0,7.7,15.4,0.0,7.7,15.4,,Construction & Extraction,,,,0.077,3080,50540,47460
47-5071.00,"Roustabouts, Oil and Gas",0.0,0.0,0.0,0.0,0.0,0.0,66.9,Construction & Extraction,,,,0.3044,45330,49060,47510
47-5081.00,Helpers--Extraction Workers,0.0,0.0,0.0,0.0,6.5,13.0,58.4,Construction & Extraction,,,,0.206,6720,50330,48400
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",2.6,41.0,79.5,7.7,26.9,46.2,62.3,Installation & Repair,67.7,60.5,80.8,0.4561,600680,82930,78300
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",28.6,36.7,44.9,8.2,20.4,32.7,,Installation & Repair,71.4,59.8,28.4,0.367,73010,49820,46860
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",4.8,10.7,16.7,4.8,8.3,11.9,62.5,Installation & Repair,72.7,59.0,,0.307,11400,69180,64190
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",23.4,28.1,32.8,10.9,20.3,29.7,60.1,Installation & Repair,68.1,61.8,78.3,0.3662,153890,66650,62630
49-2091.00,Avionics Technicians,12.0,24.0,36.0,8.0,14.0,20.0,65.6,Installation & Repair,,62.5,,0.4094,20900,82350,81390
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",9.6,10.6,11.5,0.0,1.9,3.8,55.7,Installation & Repair,72.8,63.2,,0.2278,16570,56820,53990
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",16.0,24.0,32.0,8.0,16.0,24.0,62.7,Installation & Repair,55.4,63.0,,0.3758,7310,80980,82730
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",17.9,30.8,43.6,17.9,28.2,38.5,57.3,Installation & Repair,80.0,61.0,,0.3473,59990,72950,71300
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",24.0,34.0,44.0,0.0,16.0,32.0,66.5,Installation & Repair,86.4,61.8,86.4,0.4698,23040,97460,100940
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",16.7,16.7,16.7,0.0,12.5,25.0,61.3,Installation & Repair,,60.0,,0.3231,10140,50240,47940
49-2097.00,Audiovisual Equipment Installers and Repairers,19.0,23.8,28.6,0.0,9.5,19.0,,Installation & Repair,76.1,62.5,,0.238,22170,55740,50620
49-2098.00,Security and Fire Alarm Systems Installers,6.7,16.7,26.7,10.0,18.3,26.7,,Installation & Repair,65.0,62.5,71.7,0.167,81510,60040,59300
49-3011.00,Aircraft Mechanics and Service Technicians,9.0,13.4,17.9,1.5,6.0,10.4,55.0,Installation & Repair,78.1,64.0,,0.2336,136390,80780,78680
49-3021.00,Automotive Body and Related Repairers,0.0,4.3,8.5,2.1,4.3,6.4,55.0,Installation & Repair,,,,0.1881,155220,58830,51680
49-3022.00,Automotive Glass Installers and Repairers,0.0,0.0,0.0,0.0,0.0,0.0,62.5,Installation & Repair,,,,0.2534,18940,49580,47260
49-3023.00,Automotive Service Technicians and Mechanics,3.6,8.2,12.7,3.6,7.3,10.9,,Installation & Repair,76.0,60.2,,0.082,688840,55260,49670
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,0.0,0.0,0.0,0.0,0.0,0.0,59.4,Installation & Repair,93.8,67.2,,0.2176,287230,62480,60640
49-3041.00,Farm Equipment Mechanics and Service Technicians,11.5,11.5,11.5,15.4,17.3,19.2,57.5,Installation & Repair,,,,0.2531,36880,55290,52080
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",5.0,10.0,15.0,5.0,12.5,20.0,,Installation & Repair,78.7,67.5,,0.1,180270,67580,63980
49-3043.00,Rail Car Repairers,6.5,9.7,12.9,6.5,6.5,6.5,,Installation & Repair,,,,0.097,18300,67610,65680
49-3051.00,Motorboat Mechanics and Service Technicians,7.7,7.7,7.7,0.0,3.8,7.7,55.0,Installation & Repair,,,,0.2052,24250,56450,54950
49-3052.00,Motorcycle Mechanics,0.0,0.0,0.0,0.0,0.0,0.0,53.8,Installation & Repair,89.8,66.5,,0.1528,14010,49650,47200
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,14.3,17.9,21.4,7.1,10.7,14.3,,Installation & Repair,,,,0.179,34240,48200,46560
49-3091.00,Bicycle Repairers,0.0,10.3,20.7,6.9,6.9,6.9,60.0,Installation & Repair,,,,0.276,12590,41550,40360
49-3092.00,Recreational Vehicle Service Technicians,6.1,6.1,6.1,6.1,9.1,12.1,66.1,Installation & Repair,79.7,58.8,,0.3256,18710,55380,50540
49-3093.00,Tire Repairers and Changers,0.0,0.0,0.0,0.0,0.0,0.0,54.2,Installation & Repair,,,,0.1574,106620,39140,37120
49-9011.00,Mechanical Door Repairers,9.1,13.6,18.2,4.5,6.8,9.1,58.4,Installation & Repair,,,,0.274,27970,54110,51050
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",9.5,13.1,16.7,4.8,7.1,9.5,60.2,Installation & Repair,,,,0.2924,46920,75970,74690
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",7.0,10.5,14.0,7.0,14.0,21.1,,Installation & Repair,73.3,63.2,59.5,0.105,396870,62690,59810
49-9031.00,Home Appliance Repairers,7.3,14.5,21.8,7.3,10.9,14.5,55.8,Installation & Repair,73.8,61.3,,0.2484,31940,53580,49410
49-9041.00,Industrial Machinery Mechanics,19.4,27.4,35.5,6.5,14.5,22.6,60.6,Installation & Repair,78.4,67.0,68.2,0.3685,421940,67160,63760
49-9043.00,"Maintenance Workers, Machinery",11.4,14.3,17.1,11.4,11.4,11.4,63.8,Installation & Repair,,,,0.34,56540,61820,60500
49-9044.00,Millwrights,0.0,2.2,4.3,0.0,4.3,8.7,59.1,Installation & Repair,,,,0.2251,40660,68640,65170
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",0.0,0.0,0.0,0.0,0.0,0.0,59.9,Installation & Repair,,,,0.2234,1100,61480,58540
49-9051.00,Electrical Power-Line Installers and Repairers,0.0,0.0,0.0,0.0,0.0,0.0,59.4,Installation & Repair,77.3,58.0,,0.2176,123680,90110,92560
49-9052.00,Telecommunications Line Installers and Repairers,3.1,3.1,3.1,0.0,3.1,6.2,76.9,Installation & Repair,,,,0.4356,98360,72440,70500
49-9061.00,Camera and Photographic Equipment Repairers,4.0,24.0,44.0,0.0,4.0,8.0,68.4,Installation & Repair,,56.5,,0.4418,2010,53420,49300
49-9062.00,Medical Equipment Repairers,15.2,30.3,45.5,21.2,27.3,33.3,60.9,Installation & Repair,,57.8,,0.3864,60830,66810,62630
49-9063.00,Musical Instrument Repairers and Tuners,0.0,2.0,3.9,0.0,0.0,0.0,63.0,Installation & Repair,,,,0.2692,5730,49020,45320
49-9064.00,Watch and Clock Repairers,13.3,20.0,26.7,6.7,16.7,26.7,72.5,Installation & Repair,,,,0.4692,1300,62450,60690
49-9071.00,"Maintenance and Repair Workers, General",3.9,13.7,23.5,0.0,7.8,15.7,65.0,Installation & Repair,84.1,65.0,,0.3509,1531700,52430,48620
49-9081.00,Wind Turbine Service Technicians,0.0,4.3,8.7,0.0,4.3,8.7,51.9,Installation & Repair,,,,0.1523,11220,67580,62580
49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",32.1,32.1,32.1,17.9,19.6,21.4,65.6,Installation & Repair,,,,0.4498,28260,48530,47350
49-9092.00,Commercial Divers,0.0,6.7,13.3,0.0,8.9,17.8,57.5,Installation & Repair,,67.5,75.0,0.2291,3430,78110,61130
49-9094.00,Locksmiths and Safe Repairers,8.0,8.0,8.0,8.0,8.0,8.0,,Installation & Repair,,,,0.08,15550,55200,50490
49-9095.00,Manufactured Building and Mobile Home Installers,7.7,7.7,7.7,7.7,11.5,15.4,50.0,Installation & Repair,59.3,75.0,,0.1473,2610,42620,41080
49-9096.00,Riggers,0.0,0.0,0.0,0.0,3.7,7.4,58.8,Installation & Repair,,,,0.2106,24190,66600,62060
49-9097.00,Signal and Track Switch Repairers,7.7,7.7,7.7,0.0,3.8,7.7,72.5,Installation & Repair,,,,0.4077,8210,84940,83600
49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",0.0,3.3,6.7,0.0,0.0,0.0,65.0,Installation & Repair,95.7,68.5,,0.2989,97540,40750,38860
49-9099.01,Geothermal Technicians,6.5,21.0,35.5,29.0,30.6,32.3,60.5,Installation & Repair,,,,0.3353,183690,53270,48640
51-1011.00,First-Line Supervisors of Production and Operating Workers,15.0,40.0,65.0,0.0,22.5,45.0,56.7,Production,87.0,69.0,,0.3863,685140,74540,71190
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",0.0,2.5,5.0,0.0,2.5,5.0,60.9,Production,,51.7,71.4,0.2474,32890,66510,61680
51-2021.00,"Coil Winders, Tapers, and Finishers",22.2,22.2,22.2,0.0,13.9,27.8,,Production,,,,0.222,12170,48940,47260
51-2022.00,Electrical and Electronic Equipment Assemblers,3.8,9.6,15.4,0.0,5.8,11.5,,Production,65.2,51.0,78.3,0.096,,,
51-2023.00,Electromechanical Equipment Assemblers,0.0,4.5,9.1,0.0,0.0,0.0,62.5,Production,72.9,51.7,,0.276,,,
51-2031.00,Engine and Other Machine Assemblers,0.0,9.5,19.0,0.0,0.0,0.0,67.8,Production,,,,0.3623,38420,56040,52540
51-2041.00,Structural Metal Fabricators and Fitters,0.0,2.3,4.5,0.0,2.3,4.5,,Production,,,,0.023,53380,52740,49900
51-2051.00,Fiberglass Laminators and Fabricators,0.0,2.1,4.2,8.3,8.3,8.3,,Production,,,,0.021,18520,47320,45760
51-2061.00,Timing Device Assemblers and Adjusters,0.0,6.0,12.0,0.0,0.0,0.0,,Production,52.9,61.8,84.3,0.06,230,42410,40790
51-2092.00,Team Assemblers,17.6,23.5,29.4,0.0,8.8,17.6,57.5,Production,,,,0.3131,,,
51-3011.00,Bakers,14.7,26.5,38.2,8.8,11.8,14.7,79.4,Production,94.8,64.2,8.9,0.5816,231890,37670,36650
51-3021.00,Butchers and Meat Cutters,5.3,13.2,21.1,0.0,2.6,5.3,55.0,Production,,,,0.2326,140040,41300,38960
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",0.0,0.0,0.0,0.0,0.0,0.0,58.1,Production,,,,0.2026,141090,38640,37700
51-3023.00,Slaughterers and Meat Packers,0.0,0.0,0.0,0.0,0.0,0.0,45.0,Production,,,,0.051,67500,40710,39790
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",6.7,6.7,6.7,0.0,6.7,13.3,60.9,Production,,,,0.2684,19500,44140,42730
51-3092.00,Food Batchmakers,10.3,11.5,12.8,12.8,15.4,17.9,63.0,Production,88.9,65.5,,0.3167,171660,42830,40790
51-3093.00,Food Cooking Machine Operators and Tenders,12.9,12.9,12.9,0.0,3.2,6.5,65.0,Production,,,,0.3469,27660,41930,40550
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",0.0,2.1,4.2,4.2,8.3,12.5,45.0,Production,,,,0.0614,65700,48170,46980
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",0.0,4.2,8.3,0.0,4.2,8.3,62.2,Production,,,,0.271,8760,50900,49240
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",11.8,17.6,23.5,0.0,7.4,14.7,55.6,Production,,,,0.2616,22350,50940,48630
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",0.0,1.0,2.0,0.0,2.0,4.0,60.0,Production,59.3,57.5,,0.2296,174430,47060,45590
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.0,3.0,6.1,0.0,0.0,0.0,,Production,,,,0.03,5310,50330,46630
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",3.2,6.5,9.7,0.0,6.5,12.9,73.1,Production,,,,0.4086,70110,46600,45190
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",12.9,16.1,19.4,0.0,3.2,6.5,61.3,Production,,,,0.3201,18970,50190,48620
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",20.7,24.1,27.6,0.0,6.9,13.8,60.9,Production,,,,0.3554,13810,52940,48310
51-4041.00,Machinists,16.3,23.5,30.6,0.0,13.3,26.5,56.2,Production,,,,0.298,298790,57390,56150
51-4051.00,Metal-Refining Furnace Operators and Tenders,8.3,10.4,12.5,0.0,4.2,8.3,48.8,Production,,,,0.1469,20330,57290,55770
51-4052.00,"Pourers and Casters, Metal",0.0,0.0,0.0,0.0,0.0,0.0,73.1,Production,,,,0.3762,5830,51320,48940
51-4061.00,"Model Makers, Metal and Plastic",12.9,16.1,19.4,0.0,9.7,19.4,61.3,Production,,,,0.3201,3230,65840,62700
51-4062.00,"Patternmakers, Metal and Plastic",8.7,15.2,21.7,0.0,13.0,26.1,70.0,Production,,,,0.4163,1570,57930,54540
51-4071.00,Foundry Mold and Coremakers,0.0,0.0,0.0,0.0,0.0,0.0,59.4,Production,,,,0.2176,12720,46910,45700
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",2.3,8.1,14.0,0.0,3.5,7.0,,Production,81.0,71.5,,0.081,154820,44130,41230
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",7.7,10.3,12.8,10.3,14.1,17.9,61.3,Production,,,,0.2911,129850,48590,46060
51-4111.00,Tool and Die Makers,9.4,18.8,28.1,0.0,10.9,21.9,,Production,,,,0.188,55130,65100,63180
51-4121.00,"Welders, Cutters, Solderers, and Brazers",7.8,8.8,9.8,0.0,3.9,7.8,,Production,,,,0.088,424040,55100,51000
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",4.5,6.8,9.1,0.0,5.7,11.4,59.4,Production,,,,0.2516,36290,49270,47060
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",17.6,17.6,17.6,0.0,5.9,11.8,,Production,,59.5,,0.176,14590,49030,47450
51-4192.00,"Layout Workers, Metal and Plastic",0.0,13.0,26.1,0.0,15.2,30.4,,Production,,,,0.13,5610,65770,61870
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",6.2,10.4,14.6,0.0,4.2,8.3,58.8,Production,90.0,45.0,,0.2626,31510,43820,41600
51-4194.00,"Tool Grinders, Filers, and Sharpeners",0.0,3.3,6.7,0.0,0.0,0.0,,Production,,,,0.033,5730,51790,48970
51-5111.00,Prepress Technicians and Workers,6.2,43.8,81.2,3.1,10.9,18.8,65.6,Production,64.0,55.0,43.9,0.5084,23070,49130,47300
51-5112.00,Printing Press Operators,17.5,28.7,40.0,0.0,12.5,25.0,62.8,Production,,,,0.4004,145110,46620,45160
51-5113.00,Print Binding and Finishing Workers,5.1,9.0,12.8,0.0,6.4,12.8,60.9,Production,,,,0.2799,36470,43040,39820
51-6011.00,Laundry and Dry-Cleaning Workers,2.5,5.0,7.5,0.0,5.0,10.0,60.6,Production,,,,0.2565,195360,33990,33800
51-6021.00,"Pressers, Textile, Garment, and Related Materials",0.0,1.0,2.1,0.0,2.1,4.2,58.4,Production,,,,0.211,26830,33370,33880
51-6031.00,Sewing Machine Operators,4.7,8.1,11.6,0.0,2.3,4.7,56.9,Production,,,,0.2292,109590,36680,36000
51-6041.00,Shoe and Leather Workers and Repairers,0.0,5.9,11.8,0.0,5.9,11.8,59.9,Production,,,,0.2529,7640,36280,35950
51-6042.00,Shoe Machine Operators and Tenders,8.7,8.7,8.7,0.0,2.2,4.3,,Production,,,,0.087,3270,37230,38160
51-6051.00,"Sewers, Hand",0.0,4.2,8.3,0.0,4.2,8.3,,Production,,,,0.042,2240,34810,33760
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",4.5,9.1,13.6,0.0,6.8,13.6,63.0,Production,74.9,62.7,44.7,0.3047,16290,44050,40860
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,13.2,15.8,18.4,0.0,11.8,23.7,77.5,Production,75.4,56.5,32.8,0.5061,5820,39000,37320
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",10.7,16.1,21.4,0.0,14.3,28.6,62.2,Production,71.3,70.2,50.3,0.3305,8960,38500,37940
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",12.5,15.6,18.8,0.0,12.5,25.0,59.8,Production,71.3,70.2,50.3,0.3002,14530,39470,38260
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",8.6,8.6,8.6,0.0,7.1,14.3,,Production,,,,0.086,20600,38440,37660
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",6.9,6.9,6.9,0.0,8.6,17.2,56.9,Production,,,,0.2232,14900,47420,44980
